,Marca,Modelo,Tamaño de la pantalla,Tipo de resolución,Tipo de pantalla,Frecuencia de actualización,Precio,Link
431,Asus,VG27VQ,"27 """,FHD,LED,165 Hz,323115,https://articulo.mercadolibre.com.ar/MLA-1203982155-monitor-asus-tuf-gaming-vg27vq-led-27-curvo-165hz-1ms-fhd-_JM?searchVariation=175538141916#searchVariation=175538141916&position=48&search_layout=grid&type=item&tracking_id=382acc4c-65a0-4379-b93d-8ace2c402252
432,LG,19M38A,"19 """,HD,LED,60 Hz,79704,https://articulo.mercadolibre.com.ar/MLA-1119473753-monitor-lg-19m38a-led-185-panel-tn-1366x768-entrega-_JM?searchVariation=174098582027#searchVariation=174098582027&position=9&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
434,Philips,221V8,"21.5 """,FHD,LCD,75 Hz,71399,https://articulo.mercadolibre.com.ar/MLA-821006797-monitor-gamer-led-22-pulgadas-philips-full-hd-hdmi-_JM?searchVariation=45171446878#searchVariation=45171446878&position=10&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
435,Samsung,F24T35,"24 """,FHD,LED,75 Hz,91715,https://articulo.mercadolibre.com.ar/MLA-1198264397-monitor-samsung-f24t35-led-24-75hz-1920x1080-5ms-ips-_JM?searchVariation=175505948606#searchVariation=175505948606&position=11&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
437,Philips,241V8L/77,"24 """,FHD,LCD,75 Hz,81885,https://articulo.mercadolibre.com.ar/MLA-1388506360-monitor-led-24-pulgadas-philips-241v8l77-hdmi-vga-_JM?searchVariation=177575665583#searchVariation=177575665583&position=13&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
439,Acer,V206HQL Abi,"19.5 """,HD+,LCD,60 Hz,68834,https://articulo.mercadolibre.com.ar/MLA-1311306094-monitor-led-acer-v6-v206hql-abi-195-hd-tn-hdmi-vga-full-_JM?searchVariation=176355817084#searchVariation=176355817084&position=15&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
442,E-View,1951AXA,"19.5 """,HD,LED,60 Hz,68990,https://articulo.mercadolibre.com.ar/MLA-1377215695-monitor-led-e-view-1951axa-20-pulgadas-hdmi-vga-hd-negro--_JM?searchVariation=178216482426#searchVariation=178216482426&position=17&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
445,LG,24MK600M,"23.8 """,FHD,LCD,60 Hz,122944,https://articulo.mercadolibre.com.ar/MLA-932908047-monitor-led-lg-24-24mk600m-full-hd-ips-hdmi-ii-entrega-_JM?searchVariation=93306165629#searchVariation=93306165629&position=20&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
446,AOC,C27G2ZE,"27 """,FHD,LED,240 Hz,309753,https://articulo.mercadolibre.com.ar/MLA-1298903912-monitor-gamer-aoc-c27g2ze-27-full-hd-_JM?searchVariation=176279840124#searchVariation=176279840124&position=21&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
447,Lenovo,D19-10,"18.5 """,HD,LED,60 Hz,68000,https://www.mercadolibre.com.ar/monitor-lenovo-d19-10-led-185-negro-100v240v/p/MLA18237860?pdp_filters=category:MLA14407#searchVariation=MLA18237860&position=44&search_layout=grid&type=product&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
448,BenQ,GW2283,"21.5 """,FHD,LED,60 Hz,154999,https://articulo.mercadolibre.com.ar/MLA-917501228-monitor-led-22-pulgadas-benq-gw2283-fhd-1080p-ips-vga-hdmi-_JM?searchVariation=82605412257#searchVariation=82605412257&position=22&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
449,LG,32MN500M,"31.5 """,FHD,LED,75 Hz,167999,https://articulo.mercadolibre.com.ar/MLA-1367777823-monitor-led-lg-32-ips-32mn500m-full-hd-1080p-75hz-freesync-_JM?searchVariation=177947892143#searchVariation=177947892143&position=23&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
453,Samsung,F22T35,"22 """,FHD,LED,75 Hz,99999,https://articulo.mercadolibre.com.ar/MLA-1210825028-monitor-samsung-f22t35-led-22-fhd-75hz-_JM?searchVariation=175575361173#searchVariation=175575361173&position=26&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
455,Tedge,MNT24/01,"24 """,FHD,LED,75 Hz,99999,https://www.mercadolibre.com.ar/tedge-mnt2401-24-negro-220v/p/MLA17794981?pdp_filters=category:MLA14407#searchVariation=MLA17794981&position=5&search_layout=grid&type=product&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
456,Samsung,C24F390FH,"24 """,FHD,LED,60 Hz,163180,https://articulo.mercadolibre.com.ar/MLA-690718853-monitor-curvo-24-samsung-f390-full-hd-1080-hdmi-vga-_JM?searchVariation=62827598903#searchVariation=62827598903&position=28&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
457,Asus,VA24EHE,"23.8 """,FHD,LED,75 Hz,139588,https://articulo.mercadolibre.com.ar/MLA-1150584789-monitor-asus-24-pulgadas-ips-75hz-5ms-full-hd-va24ehe-p-_JM?searchVariation=174981113754#searchVariation=174981113754&position=29&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
459,Philips,193V5LHSB2/77,"18.5 """,FHD,LED,60 Hz,61441,https://articulo.mercadolibre.com.ar/MLA-1103111307-monitor-philips-19-hdmi-193v5lhsb255-_JM#position=31&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
461,Samsung,ODYSSEY G4,"27 """,FHD,LED IPS,240 Hz,265648,https://www.mercadolibre.com.ar/monitor-samsung-odyssey-g4-27-rg5-240hz-gsync-4ms-dphdmi/p/MLA21696181?pdp_filters=category:MLA14407#searchVariation=MLA21696181&position=6&search_layout=grid&type=product&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
467,Samsung,F22T35,"22 """,FHD,LED,75 Hz,89999,https://articulo.mercadolibre.com.ar/MLA-1102788185-monitor-samsung-22-pulgadas-led-full-hd-75-hz-_JM?searchVariation=173622078162#searchVariation=173622078162&position=37&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
469,E-View,1951AXA,"19.5 """,HD,LED,60 Hz,71017,https://articulo.mercadolibre.com.ar/MLA-1179757023-monitor-led-20-e-view-1951nxa-vgahdmi-_JM?searchVariation=179254351715#searchVariation=179254351715&position=39&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
472,Philips,241V8L/77,"24 """,FHD,LCD,75 Hz,99999,https://articulo.mercadolibre.com.ar/MLA-1330626975-monitor-philips-led-24-pulgadas-241v8l77-hdmi-vga-_JM?searchVariation=176468971762#searchVariation=176468971762&position=42&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
473,Samsung,F27T350FHL,"27 """,FHD,LED,75 Hz,148898,https://articulo.mercadolibre.com.ar/MLA-1362371013-monitor-gamer-samsung-f27t350fhl-led-27-75hz-full-hd-hdmi-_JM?searchVariation=177036656210#searchVariation=177036656210&position=43&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
474,Samsung,F24T35,"24 """,FHD,LED,75 Hz,106147,https://articulo.mercadolibre.com.ar/MLA-1145705389-monitor-gamer-samsung-f24t35-led-24-azul-y-gris-oscuro-_JM?searchVariation=174767912867#searchVariation=174767912867&position=44&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
476,JBMI,19Resist,"18.5 """,WXGA,LED,60 Hz,185000,https://articulo.mercadolibre.com.ar/MLA-830996646-monitor-tactil-19-hdmi-vga-touchscreen-kiosko-totem-jbmi-srl-_JM?searchVariation=48172225945#searchVariation=48172225945&position=46&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
477,Westinghouse,WM27PX9019,"27 """,FHD,LED,144 Hz,290900,https://articulo.mercadolibre.com.ar/MLA-1135674622-gaming-monitor-westinghouse-27-full-hd-wm27px9019-led-144hz-_JM?searchVariation=174476498247#searchVariation=174476498247&position=47&search_layout=grid&type=item&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
478,Redragon,GM270F165,"27 """,FHD,LED,165 Hz,229391,https://www.mercadolibre.com.ar/monitor-gamer-redragon-emerald-gm270f165-led-27-negro-100v240v/p/MLA18607709?pdp_filters=category:MLA14407#searchVariation=MLA18607709&position=8&search_layout=grid&type=product&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
479,Asus,MB16AC,"15.6 """,FHD,LED,60 Hz,415089,https://www.mercadolibre.com.ar/monitor-gamer-asus-mb16ac-led-156-gris-100v240v/p/MLA15393046?pdp_filters=category:MLA14407#searchVariation=MLA15393046&position=9&search_layout=grid&type=product&tracking_id=118a465d-6896-49a6-99c6-415d3ced6765
480,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,69500,https://articulo.mercadolibre.com.ar/MLA-1376878195-monitor-gamer-acer-vero-v7-v227q-bbi-215-full-hd-hdmi-vga-_JM?searchVariation=178195753280#searchVariation=178195753280&position=5&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
481,LG,32MN500M,"31.5 """,FHD,LED,75 Hz,193990,https://articulo.mercadolibre.com.ar/MLA-1119466451-monitor-lg-32-32mn500m-b-full-hd-ips-hdmi-freesync-_JM?searchVariation=174098229751#searchVariation=174098229751&position=6&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
484,LG,20MK400H,"19.5 """,WXGA,LED,60 Hz,73009,https://articulo.mercadolibre.com.ar/MLA-1314610289-monitor-lg-20-led-full-hd-hdmi-control-onscreen-montable-_JM?searchVariation=176373469152#searchVariation=176373469152&position=8&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
485,Samsung,LS22F350FH,"21.5 """,FHD,LED,60 Hz,172250,https://articulo.mercadolibre.com.ar/MLA-1438992290-monitor-led-215-samsung-ls22f350fhlx-fhd-super-slim-_JM?searchVariation=178802226073#searchVariation=178802226073&position=9&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
486,Philips,193V5LHSB2,"18.5 """,WXGA,LCD,60 Hz,60700,https://articulo.mercadolibre.com.ar/MLA-777653026-monitor-philips-19-hdmi-vga-led-5ms-soporte-vesa-base-_JM?searchVariation=44935165706#searchVariation=44935165706&position=10&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
487,ViewSonic,VA2055Sm,"20 """,FHD,LED,60 Hz,72000,https://articulo.mercadolibre.com.ar/MLA-1381540097-monitor-viewsonic-20-led-parlantes-full-hd-60hz-vga-dvi-d-_JM?searchVariation=178375403396#searchVariation=178375403396&position=11&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
488,LG,19M38A,"19 """,HD,LED,60 Hz,52499,https://articulo.mercadolibre.com.ar/MLA-686452543-monitor-lg-19-pulgadas-led-19m38a-b-d-sub-5ms-pc-oferta-_JM?searchVariation=78361489539#searchVariation=78361489539&position=12&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
490,Asus,VP228HE,"21.5 """,FHD,LED,60 Hz,91789,https://articulo.mercadolibre.com.ar/MLA-1145582933-monitor-led-22-asus-full-hd-60hz-1ms-vp228he-j-mexx-2-_JM#position=13&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
491,Noblex,MK24X7100,"23.8 """,FHD,LED,75 Hz,95999,https://articulo.mercadolibre.com.ar/MLA-1142371829-monitor-led-noblex-mk24x7100pi-238-full-hd-va-antiglare-_JM?searchVariation=174639350412#searchVariation=174639350412&position=14&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
493,Samsung,C32T550,"32 """,FHD,LED,75 Hz,203799,https://articulo.mercadolibre.com.ar/MLA-1145956192-monitor-curvo-led-32-samsung-t550-75hz-parlantes-hdmi-dp-vga-_JM?searchVariation=174774863546#searchVariation=174774863546&position=16&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
494,Philips,193V5LHSB2,"18.5 """,WXGA,LCD,60 Hz,83770,https://articulo.mercadolibre.com.ar/MLA-819197178-monitor-philips-19-hdmi-vga-led-5ms-soporte-vesa-_JM?searchVariation=65181773063#searchVariation=65181773063&position=17&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
495,Level Up,27-UP6580,"27 """,FHD,LED,165 Hz,199569,https://articulo.mercadolibre.com.ar/MLA-1416236912-monitor-gamer-level-up-27-up6580-led-27-negro-110v220v-_JM?searchVariation=177696647428#searchVariation=177696647428&position=18&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
496,Philips,193V5LHSB2,"18.5 """,FHD,LCD,60 Hz,59999,https://articulo.mercadolibre.com.ar/MLA-1114224208-monitor-led-hd-19-pulgadas-philips-193v5lhsb2-hdmi-oficial-_JM?searchVariation=173963748592#searchVariation=173963748592&position=19&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
499,Daewoo,DW-MON19,"19 """,HD,LED,60 Hz,59999,https://articulo.mercadolibre.com.ar/MLA-1149158567-monitor-daewoo-led-19-dw-mnk19-full-hd-vga-hdmi-almagro-_JM?searchVariation=174932182669#searchVariation=174932182669&position=21&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
500,Samsung,F24T35,"24 """,FHD,LED,75 Hz,80199,https://articulo.mercadolibre.com.ar/MLA-1109159487-monitor-gamer-samsung-f24t35-led-24-dark-blue-gray-delta-_JM?searchVariation=173829287661#searchVariation=173829287661&position=22&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
501,LG,27MK400H,"27 """,FHD,LED,60 Hz,162083,https://articulo.mercadolibre.com.ar/MLA-1146036571-monitor-led-lg-27mk400h-b-27-fhd-169-hdmi-acuario-_JM?searchVariation=174775697438#searchVariation=174775697438&position=23&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
502,LG,24BK550Y,"23.8 """,FHD,LED,75 Hz,187999,https://articulo.mercadolibre.com.ar/MLA-1106138847-monitor-wide-ips-full-hd-24-pulgadas-lg-24bk550y-rotable-csi-_JM?searchVariation=173750824482#searchVariation=173750824482&position=24&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
503,Gfast,T-220,"21.5 """,FHD,LED,60 Hz,53599,https://articulo.mercadolibre.com.ar/MLA-1367710583-monitor-led-gfast-t-220-215-60hz-full-hd-1080p-hdmi-vga-_JM?searchVariation=177928522235#searchVariation=177928522235&position=25&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
504,Philips,193V5LHSB2,"18.5 """,WXGA,LED,60 Hz,65659,https://articulo.mercadolibre.com.ar/MLA-820416058-monitor-led-pc-19-pulgadas-philips-hdmi-vga-hd-_JM?searchVariation=49307838083#searchVariation=49307838083&position=26&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
505,Asus,VP228HE,"21.5 """,FHD,LED,60 Hz,62247,https://articulo.mercadolibre.com.ar/MLA-1232772064-monitor-gamer-asus-vp228he-led-215-full-hd-1ms-60hz-hdmi-_JM?searchVariation=175724089672#searchVariation=175724089672&position=27&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
506,Asus,VG248QG,"24 """,FHD,LED,165 Hz,289199,https://articulo.mercadolibre.com.ar/MLA-1381619895-monitor-gamer-asus-gaming-vg248qg-led-24-negro-pcreg-_JM?searchVariation=179307445939#searchVariation=179307445939&position=28&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
507,Etheos,MLEDPL19,"19 """,HD,LED,60 Hz,89770,https://www.mercadolibre.com.ar/monitor-led-19-hd-etheos-mledpl19-hdmi-vga/p/MLA20024953?pdp_filters=category:MLA14407#searchVariation=MLA20024953&position=4&search_layout=grid&type=product&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
508,Samsung,F27T350FHL,"27 """,FHD,LED,75 Hz,149206,https://articulo.mercadolibre.com.ar/MLA-1380500181-monitor-gamer-samsung-27-freesync-fhd-ips-1980x1080-75hz-_JM?searchVariation=179211740017#searchVariation=179211740017&position=29&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
510,LG,19M38A,"19 """,HD,LED,60 Hz,53999,https://articulo.mercadolibre.com.ar/MLA-877429127-monitor-lg-19m38a-led-19-negro-110v220v-_JM?searchVariation=63592365397#searchVariation=63592365397&position=31&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
511,Samsung,F22T35,"22 """,FHD,LED,75 Hz,166149,https://articulo.mercadolibre.com.ar/MLA-918601063-monitor-samsung-22-t350-full-hd-ips-75hz-gtia-bidcom-_JM?searchVariation=174986536218#searchVariation=174986536218&position=32&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
513,Asus,VG24VQ,"23.6 """,FHD,LED,144 Hz,279279,https://articulo.mercadolibre.com.ar/MLA-1381644463-monitor-gamer-24-asus-tuf-curvo-fhd-144hz-vg24vq-pcreg-_JM?searchVariation=178384713836#searchVariation=178384713836&position=34&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
515,HP,P22va G4,"21.5 """,FHD,LED,60 Hz,102675,https://articulo.mercadolibre.com.ar/MLA-1273681812-monitor-led-215-1080p-hp-p22va-g4-hdmi-pc-negro-_JM?searchVariation=176025018165#searchVariation=176025018165&position=36&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
516,Samsung,F24T35,"24 """,FHD,LED,75 Hz,100481,https://articulo.mercadolibre.com.ar/MLA-917057181-monitor-gamer-samsung-24-t350-led-full-hd-75hz-ips-_JM?searchVariation=82353134410#searchVariation=82353134410&position=37&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
517,Asus,VP228HE,"21.5 """,FHD,LED,60 Hz,67999,https://articulo.mercadolibre.com.ar/MLA-1145594872-monitor-led-22-asus-full-hd-60hz-1ms-vp228he-j-mexx-1-_JM#position=38&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
518,Gfast,T-220,"21.5 """,FHD,LED,60 Hz,76079,https://articulo.mercadolibre.com.ar/MLA-1204873635-monitor-led-22-gfast-60hz-fhd-hdm-t-220-mexx-2-_JM?searchVariation=175537991020#searchVariation=175537991020&position=39&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
519,Samsung,F24T35,"24 """,FHD,LED,75 Hz,85000,https://articulo.mercadolibre.com.ar/MLA-917152664-monitor-gamer-samsung-f24t35-led-24-amd-freesync-_JM?searchVariation=83165628452#searchVariation=83165628452&position=40&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
520,CHECKPOINT,MOX-350,"32 """,FHD,LED,165 Hz,377899,https://articulo.mercadolibre.com.ar/MLA-1372705069-monitor-gamer-curvo-32-checkpoint-165hz-1ms-rgb-g-freesync-_JM?searchVariation=177944860360#searchVariation=177944860360&position=41&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
522,Samsung,F24T35,"24 """,FHD,LED,75 Hz,88469,https://articulo.mercadolibre.com.ar/MLA-902880639-monitor-led-24-samsung-t350-full-hd-hdmi-75hz-ips-mexx-1-_JM?searchVariation=176838721237#searchVariation=176838721237&position=43&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
523,LG,20MK400H,"19.5 """,WXGA,LED,60 Hz,89589,https://articulo.mercadolibre.com.ar/MLA-799054117-monitor-led-20-lg-20mk400h-b-ultra-fino-hdmi-vga-mexx-2-_JM#position=44&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
524,LG,32UK550,"31.5 """,UHD 4K,LED,60 Hz,669990,https://articulo.mercadolibre.com.ar/MLA-856771933-monitor-de-315-4k-uhd-hdr10-freesync-lg-32uk550-b-_JM?searchVariation=56356667414#searchVariation=56356667414&position=45&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
525,Noblex,MK24X7100,"23.8 """,FHD,LED,75 Hz,86302,https://articulo.mercadolibre.com.ar/MLA-1436478490-monitor-led-noblex-mk24x7100-238-full-hd-panel-antiglare-_JM?searchVariation=178036334476#searchVariation=178036334476&position=46&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
527,Asus,VA24EHE,"23.8 """,FHD,LED,75 Hz,87447,https://articulo.mercadolibre.com.ar/MLA-1370345781-monitor-gamer-asus-va24e-va24ehe-led-238-negro-100v240v-_JM?searchVariation=177747656974#searchVariation=177747656974&position=48&search_layout=grid&type=item&tracking_id=a0edea97-cd65-4071-b17c-c5671b546b8a
529,Philips,241V8L/77,"24 """,FHD,LCD,75 Hz,94980,https://articulo.mercadolibre.com.ar/MLA-1160635322-monitor-lcd-led-philips-24-vga-hdmi-241v8l77-_JM?searchVariation=175144721338#searchVariation=175144721338&position=5&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
530,Samsung,S22A33ANHL,"22 """,FHD,LED VA,60 Hz,95569,https://articulo.mercadolibre.com.ar/MLA-1158011831-monitor-led-22-samsung-full-hd-60hz-65ms-s33a-mexx-2-_JM#position=6&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
531,Dell,U2718Q,"27 """,UHD 4K,LED,60 Hz,1080358,https://www.mercadolibre.com.ar/monitor-dell-ultrasharp-u2718q-led-27-negro-y-plata-100v240v/p/MLA15114567?pdp_filters=category:MLA14407#searchVariation=MLA15114567&position=1&search_layout=grid&type=product&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
532,HP,P22va G4,"21.5 """,FHD,LED,60 Hz,143115,https://articulo.mercadolibre.com.ar/MLA-1157011492-monitor-hp-p-p22va-g4-led-215-negro-fhd-acuario-_JM?searchVariation=175092736934#searchVariation=175092736934&position=7&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
534,ViewSonic,XG251G,"24.5 """,FHD,LED,360 Hz,461219,https://articulo.mercadolibre.com.ar/MLA-1204321940-monitor-gamer-25-viewsonic-fhd-360hz-1ms-ips-xg251g-mexx-1-_JM?searchVariation=175537007811#searchVariation=175537007811&position=9&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
536,LG,32MN500M,"31.5 """,FHD,LED,75 Hz,254419,https://articulo.mercadolibre.com.ar/MLA-903625079-monitor-lg-32-led-ips-fhd-gamer-75hz-hdmi-x2-amd-freesync-_JM?searchVariation=72621182382#searchVariation=72621182382&position=11&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
537,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,91209,https://articulo.mercadolibre.com.ar/MLA-1428151904-monitor-gamer-acer-v227q-215-full-hd-hdmi-vga-4ms-pcreg-_JM?searchVariation=178498161131#searchVariation=178498161131&position=12&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
538,Level Up,24-UP5500,"24 """,FHD,LED,144 Hz,125560,https://articulo.mercadolibre.com.ar/MLA-1377796665-monitor-gamer-24-pulgadas-level-up-full-hd-144hz-1ms-_JM?searchVariation=178241951172#searchVariation=178241951172&position=13&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
539,Gigabyte,G27FC,"27 """,FHD,LED,165 Hz,263714,https://articulo.mercadolibre.com.ar/MLA-904082500-monitor-curvo-gigabyte-gaming-fhd-165hz-1ms-parlantes-gamer-_JM?searchVariation=72944195875#searchVariation=72944195875&position=14&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
540,Samsung,S22A33ANHL,"22 """,FHD,LED,60 Hz,79000,https://articulo.mercadolibre.com.ar/MLA-1381551605-monitor-samsung-22-full-hd-s22a33anhl-fhd-60-hz-5-gtg-_JM?searchVariation=179290630259#searchVariation=179290630259&position=15&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
541,Asus,VG278QR,"27 """,FHD,LED,165 Hz,181999,https://articulo.mercadolibre.com.ar/MLA-875860313-monitor-27p-asus-gaming-vg278qr-165-hz-fullhd-05ml-gamer-_JM?searchVariation=62975221814#searchVariation=62975221814&position=16&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
544,LG,19M38A,"18.5 """,HD,LED,60 Hz,114315,https://articulo.mercadolibre.com.ar/MLA-1333315718-monitor-lg-19m38a-led-185-negro-100v240v-_JM?searchVariation=176493727151#searchVariation=176493727151&position=19&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
545,LG,27MK400H,"27 """,FHD,LED,60 Hz,235928,https://articulo.mercadolibre.com.ar/MLA-1333316002-monitor-gamer-lg-27mk400h-led-27-negro-100v240v-vga-led-_JM?searchVariation=176493993500#searchVariation=176493993500&position=20&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
546,Samsung,F22T35,"22 """,FHD,LED,75 Hz,131929,https://articulo.mercadolibre.com.ar/MLA-1102742895-monitor-samsung-22-pulgadas-led-full-hd-75-hz-_JM?searchVariation=173622091272#searchVariation=173622091272&position=21&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
547,LG,32UN550,"31.5 """,UHD 4K,LED,60 Hz,341999,https://articulo.mercadolibre.com.ar/MLA-908225859-monitor-lg-32-pulgadas-32un550-uhd-4k-freesync-hdr-dp-hdmi-_JM?searchVariation=92020303500#searchVariation=92020303500&position=22&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
548,LG,20MK400H,"19.5 """,WXGA,LED,60 Hz,91911,https://articulo.mercadolibre.com.ar/MLA-1119478194-monitor-led-lg-20mk400h-b-195-1366-x-768-panel-tn-entrega-_JM?searchVariation=174098047529#searchVariation=174098047529&position=23&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
549,Philips,193V5LHSB2,"18.5 """,FHD,LCD,60 Hz,67616,https://articulo.mercadolibre.com.ar/MLA-865510059-monitor-philips-185-led-v5lhsb2-_JM?searchVariation=59115484514#searchVariation=59115484514&position=24&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
550,ViewSonic,VA2261h-2,"22 """,FHD,LED,60 Hz,97467,https://articulo.mercadolibre.com.ar/MLA-836296332-monitor-va2261h-viewsonic-led-full-hd-5ms-hdmi-vga-vesa-_JM?searchVariation=49734944324#searchVariation=49734944324&position=25&search_layout=grid&type=item&tracking_id=fd29ba90-d191-4d80-b9e3-1f3dcc6fc04a
